image,sheetTitle,productSku,productSlug,productTitle,category,confidence,method,score
HP161.png,Male Female Thread Elbow,IH-AD-BSP-021,male-female-thread-elbow,Male Female Thread Elbow,BSP Adapters,strong,exact,116
HP162.png,Thread Expander,IH-AD-BSP-022,thread-expander,Thread Expander,BSP Adapters,strong,exact,116
HP163.png,Swivel Nut Elbow,IH-AD-BSP-023,swivel-nut-elbow-2,Swivel Nut Elbow,BSP Adapters,strong,exact,116
HP164.png,Thread Reducer,IH-AD-BSP-024,thread-reducer-variant-2,Thread Reducer (Variant 2),BSP Adapters,strong,prefix,110
HP165.png,Swivel Nut Union,IH-AD-BSP-025,swivel-nut-union,Swivel Nut Union,BSP Adapters,strong,exact,116
HP167.png,Swivel Male Elbow NPT,IH-AD-BSP-027,swivel-male-elbow-npt,Swivel Male Elbow NPT,BSP Adapters,strong,exact,116
HP168.png,Swivel Male Stud NPT,IH-AD-BSP-028,swivel-male-stud-npt,Swivel Male Stud NPT,BSP Adapters,strong,exact,116
HP169.png,Swivel Male 45° Elbow,IH-AD-BSP-029,swivel-male-45-elbow,Swivel Male 45° Elbow,BSP Adapters,strong,exact,116
HP170.png,Swivel Male Elbow,IH-AD-BSP-030,swivel-male-elbow,Swivel Male Elbow,BSP Adapters,strong,exact,116
HP171.png,Bulkhead Union,IH-AD-BSP-031,bulkhead-union,Bulkhead Union,BSP Adapters,strong,exact,116
HP172.png,Swivel Male Stud,IH-AD-BSP-032,swivel-male-stud,Swivel Male Stud,BSP Adapters,strong,exact,116
HP173.png,Union Elbow BSPT,IH-AD-BSP-033,union-elbow-bspt,Union Elbow BSPT,BSP Adapters,strong,exact,116
HP174.png,Union BSPT,IH-AD-BSP-034,union-bspt,Union BSPT,BSP Adapters,strong,exact,116
HP175.png,Male Stud 45° Elbow BSPT,IH-AD-BSP-035,male-stud-45-elbow-bspt,Male Stud 45° Elbow BSPT,BSP Adapters,strong,exact,116
HP176.png,Male Stud Elbow BSPT,IH-AD-BSP-036,male-stud-elbow-bspt-2,Male Stud Elbow BSPT,BSP Adapters,strong,exact,116
HP177.png,Male Stud Elbow UNF O-Ring,IH-AD-BSP-037,male-stud-elbow-unf-o-ring,Male Stud Elbow UNF O-Ring,BSP Adapters,strong,exact,116
HP178.png,Male Stud Connector BSPT,IH-AD-BSP-038,male-stud-connector-bspt-2,Male Stud Connector BSPT,BSP Adapters,strong,exact,116
HP179.png,Male Stud 45° Elbow UNF O-Ring,IH-AD-BSP-039,male-stud-45-elbow-unf-o-ring,Male Stud 45° Elbow UNF O-Ring,BSP Adapters,strong,exact,116
HP180.png,Male Stud Connector UNF O-Ring,IH-AD-BSP-040,male-stud-connector-unf-o-ring,Male Stud Connector UNF O-Ring,BSP Adapters,strong,exact,116
HP181.png,Male Stud 45° Elbow NPT,IH-AD-BSP-041,male-stud-45-elbow-npt,Male Stud 45° Elbow NPT,BSP Adapters,strong,exact,116
HP182.png,Male Stud Elbow NPT,IH-AD-BSP-042,male-stud-elbow-npt-2,Male Stud Elbow NPT,BSP Adapters,strong,exact,116
HP183.png,Male Stud Elbow JIC,IH-AD-BSP-043,male-stud-elbow-jic,Male Stud Elbow JIC,BSP Adapters,strong,exact,116
HP184.png,Male Stud Connector NPT,IH-AD-BSP-044,male-stud-connector-npt-2,Male Stud Connector NPT,BSP Adapters,strong,exact,116
HP185.png,Male Stud Connector JIC,IH-AD-BSP-045,male-stud-connector-jic,Male Stud Connector JIC,BSP Adapters,strong,exact,116
HP186.png,Male Stud Connector Metric O-Ring,IH-AD-BSP-046,male-stud-connector-metric-o-ring,Male Stud Connector Metric O-Ring,BSP Adapters,strong,exact,116
HP187.png,Male Stud 45° Elbow BSPP O-Ring,IH-AD-BSP-047,male-stud-45-elbow-bspp-o-ring,Male Stud 45° Elbow BSPP O-Ring,BSP Adapters,strong,exact,116
HP188.png,Male Stud Elbow,IH-AD-BSP-048,male-stud-elbow,Male Stud Elbow,BSP Adapters,strong,exact,116
HP189.png,Male Stud Connector BSP O-Ring,IH-AD-BSP-049,male-stud-connector-bsp-o-ring,Male Stud Connector BSP O-Ring,BSP Adapters,strong,exact,116
HP190.png,Male Stud Connector ORFS,IH-AD-BSP-050,male-stud-connector-orfs,Male Stud Connector ORFS,BSP Adapters,strong,exact,116
HP191.png,Union 45° Elbow,IH-AD-BSP-051,union-45-elbow,Union 45° Elbow,BSP Adapters,strong,exact,116
HP192.png,Union Elbow,IH-AD-BSP-052,union-elbow,Union Elbow,BSP Adapters,strong,exact,116
HP193.png,Union,IH-AD-BSP-053,union,Union,BSP Adapters,strong,exact,116
HP194.png,Lock Nut JIC,IH-AD-JIC-001,lock-nut-jic,Lock Nut JIC,JIC Adapters,strong,exact,116
HP195.png,Male Cross JIC,IH-AD-JIC-002,male-cross-jic,Male Cross JIC,JIC Adapters,strong,exact,116
HP196.png,Run Tee Swivel JIC,IH-AD-JIC-003,run-tee-swivel-jic,Run Tee Swivel JIC,JIC Adapters,strong,exact,116
HP197.png,Female Swivel Tee JIC,IH-AD-JIC-004,female-swivel-tee-jic,Female Swivel Tee JIC,JIC Adapters,strong,exact,116
HP198.png,Male Tee JIC,IH-AD-JIC-005,male-tee-jic,Male Tee JIC,JIC Adapters,strong,exact,116
HP199.png,Branch Tee Swivel Connector JIC,IH-AD-JIC-006,branch-tee-swivel-connector-jic,Branch Tee Swivel Connector JIC,JIC Adapters,strong,exact,116
HP200.png,Adjustable Branch Tee m JIC X m NPT X m JIC,IH-AD-JIC-007,adjustable-branch-tee-m-jic-x-m-npt-x-m-jic,Adjustable Branch Tee m JIC X m NPT X m JIC,JIC Adapters,strong,exact,116
HP201.png,Adjustable Branch Tee m JIC X m SAE X m JIC,IH-AD-JIC-008,adjustable-branch-tee-m-jic-x-m-sae-x-m-jic,Adjustable Branch Tee m JIC X m SAE X m JIC,JIC Adapters,strong,exact,116
HP202.png,Adjustable Run Tee m JIC X m JIC X m Metric,IH-AD-JIC-009,adjustable-run-tee-m-jic-x-m-jic-x-m-metric,Adjustable Run Tee m JIC X m JIC X m Metric,JIC Adapters,strong,exact,116
HP203.png,Adjustable Run Tee m JIC X m JIC X m BSP,IH-AD-JIC-010,adjustable-run-tee-m-jic-x-m-jic-x-m-bsp,Adjustable Run Tee m JIC X m JIC X m BSP,JIC Adapters,strong,exact,116
HP204.png,90° Male Female Connector m JIC X f JIC,IH-AD-JIC-011,90-male-female-connector-m-jic-x-f-jic,90° Male Female Connector m JIC X f JIC,JIC Adapters,strong,exact,116
HP205.png,Cap JIC,IH-AD-JIC-012,cap-jic,Cap JIC,JIC Adapters,strong,exact,116
HP206.png,Male Female Connector m JIC X f JIC,IH-AD-JIC-013,male-female-connector-m-jic-x-f-jic,Male Female Connector m JIC X f JIC,JIC Adapters,strong,exact,116
HP207.png,Plug JIC,IH-AD-JIC-014,plug-jic,Plug JIC,JIC Adapters,strong,exact,116
HP208.png,Swivel Cap JIC,IH-AD-JIC-015,swivel-cap-jic,Swivel Cap JIC,JIC Adapters,strong,exact,116
HP209.png,45°  Female Swivel Connector JIC,IH-AD-JIC-016,45-female-swivel-connector-jic,45°  Female Swivel Connector JIC,JIC Adapters,strong,exact,116
HP210.png,90°  Female Swivel Connector JIC,IH-AD-JIC-017,90-female-swivel-connector-jic,90°  Female Swivel Connector JIC,JIC Adapters,strong,exact,116
HP211.png,90° Swivel Connector m JIC X f JIC,IH-AD-JIC-018,90-swivel-connector-m-jic-x-f-jic,90° Swivel Connector m JIC X f JIC,JIC Adapters,strong,exact,116
HP212.png,Swivel Connector  f JIC x f JIC,IH-AD-JIC-019,swivel-connector-f-jic-x-f-jic,Swivel Connector  f JIC x f JIC,JIC Adapters,strong,exact,116
HP213.png,45° Swivel Connector m JIC X f JIC,IH-AD-JIC-020,45-swivel-connector-m-jic-x-f-jic,45° Swivel Connector m JIC X f JIC,JIC Adapters,strong,exact,116
HP214.png,Swivel Connector m JIC X f JIC,IH-AD-JIC-021,swivel-connector-m-jic-x-f-jic,Swivel Connector m JIC X f JIC,JIC Adapters,strong,exact,116
HP215.png,90° Elbow m JIC X m BSPT,IH-AD-JIC-022,90-elbow-m-jic-x-m-bspt,90° Elbow m JIC X m BSPT,JIC Adapters,strong,exact,116
HP216.png,Bulkhead Union JIC,IH-AD-JIC-023,bulkhead-union-jic,Bulkhead Union JIC,JIC Adapters,strong,exact,116
HP217.png,Male Connector m JIC X m BSPT,IH-AD-JIC-024,male-connector-m-jic-x-m-bspt,Male Connector m JIC X m BSPT,JIC Adapters,strong,exact,116
HP218.png,45° Elbow m JIC X m BSPT,IH-AD-JIC-025,45-elbow-m-jic-x-m-bspt,45° Elbow m JIC X m BSPT,JIC Adapters,strong,exact,116
HP219.png,Male Connector m JIC X m NPT,IH-AD-JIC-026,male-connector-m-jic-x-m-npt,Male Connector m JIC X m NPT,JIC Adapters,strong,exact,116
HP220.png,90° Elbow Connector m JIC X m NPT,IH-AD-JIC-027,90-elbow-connector-m-jic-x-m-npt,90° Elbow Connector m JIC X m NPT,JIC Adapters,strong,exact,116
HP221.png,Adjustable 90° Elbow m JIC X m Metric Flat,IH-AD-JIC-028,adjustable-90-elbow-m-jic-x-m-metric-flat,Adjustable 90° Elbow m JIC X m Metric Flat,JIC Adapters,strong,exact,116
HP222.png,Male Connector m JIC X m Metric,IH-AD-JIC-029,male-connector-m-jic-x-m-metric,Male Connector m JIC X m Metric,JIC Adapters,strong,exact,116
HP223.png,Male Connector m JIC X m Metric Flat with Seal,IH-AD-JIC-030,male-connector-m-jic-x-m-metric-flat-with-seal,Male Connector m JIC X m Metric Flat with Seal,JIC Adapters,strong,exact,116
HP224.png,Adjustable 45° Elbow m JIC X m Metric Flat,IH-AD-JIC-031,adjustable-45-elbow-m-jic-x-m-metric-flat,Adjustable 45° Elbow m JIC X m Metric Flat,JIC Adapters,strong,exact,116
HP225.png,Adjustable 90° Elbow m JIC X m SAE,IH-AD-JIC-032,adjustable-90-elbow-m-jic-x-m-sae,Adjustable 90° Elbow m JIC X m SAE,JIC Adapters,strong,exact,116
HP226.png,Adjustable 90° Elbow m JIC X m BSP,IH-AD-JIC-033,adjustable-90-elbow-m-jic-x-m-bsp,Adjustable 90° Elbow m JIC X m BSP,JIC Adapters,strong,exact,116
HP227.png,Adjustable 45° Elbow m JIC X m SAE,IH-AD-JIC-034,adjustable-45-elbow-m-jic-x-m-sae,Adjustable 45° Elbow m JIC X m SAE,JIC Adapters,strong,exact,116
HP228.png,Male Connector m JIC X m SAE,IH-AD-JIC-035,male-connector-m-jic-x-m-sae,Male Connector m JIC X m SAE,JIC Adapters,strong,exact,116
HP229.png,Male Connector JIC,IH-AD-JIC-036,male-connector-jic,Male Connector JIC,JIC Adapters,strong,exact,116
HP230.png,90° Elbow Connector m JIC,IH-AD-JIC-037,90-elbow-connector-m-jic,90° Elbow Connector m JIC,JIC Adapters,strong,exact,116
HP231.png,Lock Nut ORFS,IH-AD-ORFS-001,lock-nut-orfs,Lock Nut ORFS,ORFS Adapters,strong,exact,116
HP232.png,Adjustable Branch Tee m ORFS X m SAE X m ORFS,IH-AD-ORFS-002,adjustable-branch-tee-m-orfs-x-m-sae-x-m-orfs,Adjustable Branch Tee m ORFS X m SAE X m ORFS,ORFS Adapters,strong,exact,116
HP233.png,Adjustable Branch Tee m ORFS X m BSP X m ORFS,IH-AD-ORFS-003,adjustable-branch-tee-m-orfs-x-m-bsp-x-m-orfs,Adjustable Branch Tee m ORFS X m BSP X m ORFS,ORFS Adapters,strong,exact,116
HP234.png,Adjustable Branch Tee m ORFS X m Metric X m ORFS,IH-AD-ORFS-004,adjustable-branch-tee-m-orfs-x-m-metric-x-m-orfs,Adjustable Branch Tee m ORFS X m Metric X m ORFS,ORFS Adapters,strong,exact,116
HP235.png,Adjustable Run Tee m ORFS X m ORFS X m SAE,IH-AD-ORFS-005,adjustable-run-tee-m-orfs-x-m-orfs-x-m-sae,Adjustable Run Tee m ORFS X m ORFS X m SAE,ORFS Adapters,strong,exact,116
HP236.png,Adjustable Run Tee m ORFS X m ORFS X m Metric,IH-AD-ORFS-006,adjustable-run-tee-m-orfs-x-m-orfs-x-m-metric,Adjustable Run Tee m ORFS X m ORFS X m Metric,ORFS Adapters,strong,exact,116
HP237.png,Plug ORFS,IH-AD-ORFS-007,plug-orfs,Plug ORFS,ORFS Adapters,strong,exact,116
HP238.png,Swivel Cap ORFS,IH-AD-ORFS-008,swivel-cap-orfs,Swivel Cap ORFS,ORFS Adapters,strong,exact,116
HP239.png,Swivel Connector m SAE X f ORFS,IH-AD-ORFS-009,swivel-connector-m-sae-x-f-orfs,Swivel Connector m SAE X f ORFS,ORFS Adapters,strong,exact,116
HP240.png,90° Swivel Connector m ORFS X f ORFS,IH-AD-ORFS-010,90-swivel-connector-m-orfs-x-f-orfs,90° Swivel Connector m ORFS X f ORFS,ORFS Adapters,strong,exact,116
HP241.png,Swivel Connector m ORFS X f ORFS,IH-AD-ORFS-011,swivel-connector-m-orfs-x-f-orfs,Swivel Connector m ORFS X f ORFS,ORFS Adapters,strong,exact,116
HP242.png,45° Swivel Connector m ORFS X f ORFS,IH-AD-ORFS-012,45-swivel-connector-m-orfs-x-f-orfs,45° Swivel Connector m ORFS X f ORFS,ORFS Adapters,strong,exact,116
HP243.png,Bulkhead Union ORFS,IH-AD-ORFS-013,bulkhead-union-orfs,Bulkhead Union ORFS,ORFS Adapters,strong,exact,116
HP244.png,Adjustable 90° Elbow m ORFS X m SAE,IH-AD-ORFS-014,adjustable-90-elbow-m-orfs-x-m-sae,Adjustable 90° Elbow m ORFS X m SAE,ORFS Adapters,strong,exact,116
HP245.png,Male Connector m ORFS X m SAE,IH-AD-ORFS-015,male-connector-m-orfs-x-m-sae,Male Connector m ORFS X m SAE,ORFS Adapters,strong,exact,116
HP246.png,Adjustable 45° Elbow m ORFS X m SAE,IH-AD-ORFS-016,adjustable-45-elbow-m-orfs-x-m-sae,Adjustable 45° Elbow m ORFS X m SAE,ORFS Adapters,strong,exact,116
HP247.png,Male Connector m ORFS X m NPT,IH-AD-ORFS-017,male-connector-m-orfs-x-m-npt,Male Connector m ORFS X m NPT,ORFS Adapters,strong,exact,116
HP248.png,Adjustable 90° Elbow m ORFS X m Metric Flat,IH-AD-ORFS-018,adjustable-90-elbow-m-orfs-x-m-metric-flat,Adjustable 90° Elbow m ORFS X m Metric Flat,ORFS Adapters,strong,exact,116
HP249.png,Male Connector m ORFS X m Metric Flat,IH-AD-ORFS-019,male-connector-m-orfs-x-m-metric-flat,Male Connector m ORFS X m Metric Flat,ORFS Adapters,strong,exact,116
HP250.png,Adjustable 90° Elbow m ORFS X m BSP,IH-AD-ORFS-020,adjustable-90-elbow-m-orfs-x-m-bsp,Adjustable 90° Elbow m ORFS X m BSP,ORFS Adapters,strong,exact,116
HP251.png,Adjustable 45° Elbow m ORFS X m BSP,IH-AD-ORFS-021,adjustable-45-elbow-m-orfs-x-m-bsp,Adjustable 45° Elbow m ORFS X m BSP,ORFS Adapters,strong,exact,116
HP253.png,90° Elbow Connector m ORFS X m ORFS,IH-AD-ORFS-023,90-elbow-connector-m-orfs-x-m-orfs,90° Elbow Connector m ORFS X m ORFS,ORFS Adapters,strong,exact,116
HP254.png,Male Connector m ORFS X m ORFS,IH-AD-ORFS-024,male-connector-m-orfs-x-m-orfs,Male Connector m ORFS X m ORFS,ORFS Adapters,strong,exact,116
HP255.png,BSM Bonded Seal,IH-AD-MET-001,bsm-bonded-seal,BSM Bonded Seal,Metric Adapters,strong,exact,116
HP256.png,Male Cross Metric,IH-AD-MET-002,male-cross-metric,Male Cross Metric,Metric Adapters,strong,exact,116
HP258.png,Male Metric Tee,IH-AD-MET-004,male-metric-tee,Male Metric Tee,Metric Adapters,strong,exact,116
HP259.png,Bulkhead Union Metric Flat,IH-AD-MET-005,bulkhead-union-metric-flat,Bulkhead Union Metric Flat,Metric Adapters,strong,exact,116
HP260.png,90° Bulkhead Metric Flat,IH-AD-MET-006,90-bulkhead-metric-flat,90° Bulkhead Metric Flat,Metric Adapters,strong,exact,116
HP261.png,Plug Metric,IH-AD-MET-007,plug-metric,Plug Metric,Metric Adapters,strong,exact,116
HP262.png,Hollow Hex Plug Metric Flat,IH-AD-MET-008,hollow-hex-plug-metric-flat,Hollow Hex Plug Metric Flat,Metric Adapters,strong,exact,116
HP263.png,Plug Metric O-Ring,IH-AD-MET-009,plug-metric-o-ring,Plug Metric O-Ring,Metric Adapters,strong,exact,116
HP264.png,Plug Metric Seal Flat,IH-AD-MET-010,plug-metric-seal-flat,Plug Metric Seal Flat,Metric Adapters,strong,exact,116
HP265.png,Male Connector m Metric X m Komatsu,IH-AD-MET-011,male-connector-m-metric-x-m-komatsu,Male Connector m Metric X m Komatsu,Metric Adapters,strong,exact,116
HP266.png,Male Connector m NPT X m Komatsu,IH-AD-MET-012,male-connector-m-npt-x-m-komatsu,Male Connector m NPT X m Komatsu,Metric Adapters,strong,exact,116
HP267.png,Male Connector m Metric Flat X m Komatsu,IH-AD-MET-013,male-connector-m-metric-flat-x-m-komatsu,Male Connector m Metric Flat X m Komatsu,Metric Adapters,strong,exact,116
HP268.png,Male Connector m SAE X m Komatsu,IH-AD-MET-014,male-connector-m-sae-x-m-komatsu,Male Connector m SAE X m Komatsu,Metric Adapters,strong,exact,116
HP269.png,Male Connector m Komatsu,IH-AD-MET-015,male-connector-m-komatsu,Male Connector m Komatsu,Metric Adapters,strong,exact,116
HP270.png,Male Connector m Metric X m SAE,IH-AD-MET-016,male-connector-m-metric-x-m-sae,Male Connector m Metric X m SAE,Metric Adapters,strong,exact,116
HP271.png,Male Connector m Metric X m Metric,IH-AD-MET-017,male-connector-m-metric-x-m-metric,Male Connector m Metric X m Metric,Metric Adapters,strong,exact,116
HP272.png,Female Cross NPT,IH-AD-NPT-001,female-cross-npt,Female Cross NPT,NPT Adapters,strong,exact,116
HP273.png,Branch Tee Connector f NPT X m NPT X f NPT,IH-AD-NPT-002,branch-tee-connector-f-npt-x-m-npt-x-f-npt,Branch Tee Connector f NPT X m NPT X f NPT,NPT Adapters,strong,exact,116
HP274.png,Male Tee NPT,IH-AD-NPT-003,male-tee-npt,Male Tee NPT,NPT Adapters,strong,exact,116
HP275.png,Run Tee Connector f NPT X f NPT X m NPT,IH-AD-NPT-004,run-tee-connector-f-npt-x-f-npt-x-m-npt,Run Tee Connector f NPT X f NPT X m NPT,NPT Adapters,strong,exact,116
HP276.png,90° Elbow Female f NPT X f Swivel NPSM,IH-AD-NPT-005,90-elbow-female-f-npt-x-f-swivel-npsm,90° Elbow Female f NPT X f Swivel NPSM,NPT Adapters,strong,exact,116
HP277.png,Female Connector f NPT X f Swivel NPSM,IH-AD-NPT-006,female-connector-f-npt-x-f-swivel-npsm,Female Connector f NPT X f Swivel NPSM,NPT Adapters,strong,exact,116
HP278.png,90° Elbow Fixed Female NPT,IH-AD-NPT-007,90-elbow-fixed-female-npt,90° Elbow Fixed Female NPT,NPT Adapters,strong,exact,116
HP279.png,Fixed Female Connector NPT,IH-AD-NPT-008,fixed-female-connector-npt,Fixed Female Connector NPT,NPT Adapters,strong,exact,116
HP280.png,90° Male Female Connector m NPT X f NPT,IH-AD-NPT-009,90-male-female-connector-m-npt-x-f-npt,90° Male Female Connector m NPT X f NPT,NPT Adapters,strong,exact,116
HP281.png,Male Female Connector m SAE X f NPT,IH-AD-NPT-010,male-female-connector-m-sae-x-f-npt,Male Female Connector m SAE X f NPT,NPT Adapters,strong,exact,116
HP282.png,Male Female Connector m NPT X f NPT,IH-AD-NPT-011,male-female-connector-m-npt-x-f-npt,Male Female Connector m NPT X f NPT,NPT Adapters,strong,exact,116
HP283.png,Reducing Adaptor NPT,IH-AD-NPT-012,reducing-adaptor-npt,Reducing Adaptor NPT,NPT Adapters,strong,exact,116
HP284.png,Cap NPT,IH-AD-NPT-013,cap-npt,Cap NPT,NPT Adapters,strong,exact,116
HP285.png,Hollow Hex Insert Plug NPT,IH-AD-NPT-014,hollow-hex-insert-plug-npt,Hollow Hex Insert Plug NPT,NPT Adapters,strong,exact,116
HP286.png,Plug NPT,IH-AD-NPT-015,plug-npt,Plug NPT,NPT Adapters,strong,exact,116
HP287.png,Swivel Connector m SAE X f NPSM,IH-AD-NPT-016,swivel-connector-m-sae-x-f-npsm,Swivel Connector m SAE X f NPSM,NPT Adapters,strong,exact,116
HP288.png,90° Swivel Connector m NPT X f NPSM,IH-AD-NPT-017,90-swivel-connector-m-npt-x-f-npsm,90° Swivel Connector m NPT X f NPSM,NPT Adapters,strong,exact,116
HP289.png,Swivel Connector m NPT X f NPSM,IH-AD-NPT-018,swivel-connector-m-npt-x-f-npsm,Swivel Connector m NPT X f NPSM,NPT Adapters,strong,exact,116
HP290.png,Male Connector m NPT X m NPT,IH-AD-NPT-019,male-connector-m-npt-x-m-npt,Male Connector m NPT X m NPT,NPT Adapters,strong,exact,116
HP291.png,90° Elbow Connector NPT,IH-AD-NPT-020,90-elbow-connector-npt,90° Elbow Connector NPT,NPT Adapters,strong,exact,116
HP292.png,Weld Flange Connector L-series flange X Weld tube,IH-AD-SAEFL-001,weld-flange-connector-l-series-flange-x-weld-tube,Weld Flange Connector L-series flange X Weld tube,SAE Flange Adapters,strong,exact,110
HP293.png,Weld Flange Connector S-series flange X Weld tube,IH-AD-SAEFL-002,weld-flange-connector-s-series-flange-x-weld-tube,Weld Flange Connector S-series flange X Weld tube,SAE Flange Adapters,strong,exact,110
HP294.png,45° Elbow Flange Connector m JIC X L-series flange,IH-AD-SAEFL-003,45-elbow-flange-connector-m-jic-x-l-series-flange,45° Elbow Flange Connector m JIC X L-series flange,SAE Flange Adapters,strong,exact,116
HP295.png,Male Flange Connector m JIC X L-series flange,IH-AD-SAEFL-004,male-flange-connector-m-jic-x-l-series-flange,Male Flange Connector m JIC X L-series flange,SAE Flange Adapters,strong,exact,116
HP296.png,90° Elbow Flange Connector m JIC X L-series flange,IH-AD-SAEFL-005,90-elbow-flange-connector-m-jic-x-l-series-flange,90° Elbow Flange Connector m JIC X L-series flange,SAE Flange Adapters,strong,exact,110
HP297.png,BSP Threaded,IH-AD-HSF-001,bsp-threaded,BSP Threaded,Hydraulic SAE Flanges,strong,exact,116
HP298.png,BSP Threaded Double Flange,IH-AD-HSF-002,bsp-threaded-double-flange,BSP Threaded Double Flange,Hydraulic SAE Flanges,strong,exact,116
HP299.png,NPT Threaded Double Flange,IH-AD-HSF-003,npt-threaded-double-flange,NPT Threaded Double Flange,Hydraulic SAE Flanges,strong,exact,116
HP300.png,NPT Threaded,IH-AD-HSF-004,npt-threaded,NPT Threaded,Hydraulic SAE Flanges,strong,exact,116
HP301.png,Weld-in Socket Weld,IH-AD-HSF-005,weld-in-socket-weld,Weld-in Socket Weld,Hydraulic SAE Flanges,strong,exact,116
HP302.png,Socket Weld Double Flange,IH-AD-HSF-006,socket-weld-double-flange,Socket Weld Double Flange,Hydraulic SAE Flanges,strong,exact,116
HP303.png,SAE Blind Flange,IH-AD-HSF-007,sae-blind-flange,SAE Blind Flange,Hydraulic SAE Flanges,strong,exact,116
HP304.png,Weld-on Butt Weld,IH-AD-HSF-008,weld-on-butt-weld,Weld-on Butt Weld,Hydraulic SAE Flanges,strong,exact,116
HP305.png,O-Rings for SAE Hydraulic Flanges,IH-AD-HSF-009,o-rings-for-sae-hydraulic-flanges,O-Rings for SAE Hydraulic Flanges,Hydraulic SAE Flanges,strong,exact,116
HP306.png,Set of Bolts and Spring Washers,IH-AD-HSF-010,set-of-bolts-and-spring-washers,Set of Bolts and Spring Washers,Hydraulic SAE Flanges,strong,exact,116
HP307.png,BSP Male Flat Seat,IH-SS-BSP-001,bsp-male-flat-seat,BSP Male Flat Seat,SS316L BSP Fittings,strong,exact,116
HP308.png,BSP male-parallel 60° cone,IH-SS-BSP-002,bsp-male-parallel-60-cone,BSP male-parallel 60° cone,SS316L BSP Fittings,strong,exact,116
HP309.png,BSP swivel female 60° (90º compact elbow),IH-SS-BSP-003,bsp-swivel-female-60-90-compact-elbow,BSP swivel female 60° (90º compact elbow),SS316L BSP Fittings,strong,exact,116
HP310.png,BSP swivel female 60° cone with o-ring (45º elbow),IH-SS-BSP-004,bsp-swivel-female-60-cone-with-o-ring-45-elbow,BSP swivel female 60° cone with o-ring (45º elbow),SS316L BSP Fittings,strong,exact,116
HP311.png,BSP swivel female 60° cone with o-ring (90º elbow),IH-SS-BSP-005,bsp-swivel-female-60-cone-with-o-ring-90-elbow,BSP swivel female 60° cone with o-ring (90º elbow),SS316L BSP Fittings,strong,exact,116
HP312.png,BSP swivel female flat seat (45º elbow),IH-SS-BSP-006,bsp-swivel-female-flat-seat-45-elbow,BSP swivel female flat seat (45º elbow),SS316L BSP Fittings,strong,exact,116
HP313.png,Male BSPT tapered,IH-SS-BSP-007,male-bspt-tapered,Male BSPT tapered,SS316L BSP Fittings,strong,exact,116
HP314.png,BSP swivel female 60° cone (45º elbow),IH-SS-BSP-008,bsp-swivel-female-60-cone-45-elbow,BSP swivel female 60° cone (45º elbow),SS316L BSP Fittings,strong,exact,116
HP315.png,BSP swivel female flat seat (90º elbow),IH-SS-BSP-009,bsp-swivel-female-flat-seat-90-elbow,BSP swivel female flat seat (90º elbow),SS316L BSP Fittings,strong,exact,116
HP316.png,BSP Swivel Female 60° cone (90º elbow),IH-SS-BSP-010,bsp-swivel-female-60-cone-90-elbow,BSP Swivel Female 60° cone (90º elbow),SS316L BSP Fittings,strong,exact,116
HP317.png,BSP swivel female flat seat,IH-SS-BSP-011,bsp-swivel-female-flat-seat,BSP swivel female flat seat,SS316L BSP Fittings,strong,exact,116
HP318.png,BSP swivel female 60° cone with o-ring,IH-SS-BSP-012,bsp-swivel-female-60-cone-with-o-ring,BSP swivel female 60° cone with o-ring,SS316L BSP Fittings,strong,exact,116
HP319.png,BSP swivel female 60° cone,IH-SS-BSP-013,bsp-swivel-female-60-cone,BSP swivel female 60° cone,SS316L BSP Fittings,strong,exact,116
HP320.png,3000 psi SAE flange (45º elbow) – code 61,IH-SS-SAE-001,3000-psi-sae-flange-45-elbow-code-61,3000 psi SAE flange (45º elbow) – code 61,SS316L SAE Fittings,strong,exact,110
HP321.png,3000 PSI sae flange 90o elbow code 61,IH-SS-SAE-002,3000-psi-sae-flange-90o-elbow-code-61,3000 PSI sae flange 90o elbow code 61,SS316L SAE Fittings,strong,exact,116
HP322.png,3000 psi SAE straight flange-code 61,IH-SS-SAE-003,3000-psi-sae-straight-flange-code-61,3000 psi SAE straight flange-code 61,SS316L SAE Fittings,strong,exact,116
HP323.png,6000 psi SAE flange (45º elbow) – code 62,IH-SS-SAE-004,6000-psi-sae-flange-45-elbow-code-62,6000 psi SAE flange (45º elbow) – code 62,SS316L SAE Fittings,strong,exact,116
HP324.png,6000 psi sae flange (90º elbow) – code 62,IH-SS-SAE-005,6000-psi-sae-flange-90-elbow-code-62,6000 psi sae flange (90º elbow) – code 62,SS316L SAE Fittings,strong,exact,116
HP325.png,6000 psi SAE straight flange – code 62,IH-SS-SAE-006,6000-psi-sae-straight-flange-code-62,6000 psi SAE straight flange – code 62,SS316L SAE Fittings,strong,exact,116
HP326.png,Banjo BSP,IH-SS-BJ-001,banjo-bsp,Banjo BSP,SS316L Banjos,strong,exact,110
HP327.png,Banjo Metric,IH-SS-BJ-002,banjo-metric,Banjo Metric,SS316L Banjos,strong,exact,110
HP328.png,JIC 37º swivel female,IH-SS-JIC-001,jic-37-swivel-female,JIC 37º swivel female,SS316L JIC 37° Fittings,strong,exact,116
HP329.png,JIC 37º swivel female (45º elbow),IH-SS-JIC-002,jic-37-swivel-female-45-elbow,JIC 37º swivel female (45º elbow),SS316L JIC 37° Fittings,strong,exact,116
